,year,year_code,country_name,country_code,access_to_electricity,birth_rate,life_expectancy,exports_perc_gdp,education_years,gdp_per_capita_ppp,perc_internet_users,infant_mort_rate,inflation_perc,consumer_price_index,crop_production_index,goods_imports,prevalence_of_anemia_pregnancy,diabetes_prevalence,human_capital_index,net_enrollment_rate,measles_immunization,co2_emissions_gaseous_fuel,fossil_fuel_energy_consumption,fuel_exports,fuel_imports,investment_inflows,investment_outflows,mobile_subscriptions,agricultural_land,greenhouse_gas_em,age_dependency_ratio,imports_annual_growth,int_tourism_arrivals,total_covid_cases_per_million,total_covid_deaths_per_million,population_density,median_age,human_development_index,ar_tech
13,2020,YR2020,Bahrain,BHR,1.0,21.722,74.44,79.1806670285974,9.0,42181.842575706,0.06153732545999999,10.8,-0.704852953090768,83.4385023142846,114.69,4375292553.19149,38.0,15.4,0.652472019195557,97.89263,98.0,85.8534684333593,99.9544940041026,0.0395462453040678,1.20466002686454,4.01154558234919,0.105404555002544,0.3095449820000001,12.9577464788732,11.7330773713439,48.354643427949,-3.12139073638934,3869000.0,104606.71,380.82199999999995,1935.9070000000002,32.4,0.852,0.602492562111
14,2020,YR2020,Bangladesh,BGD,0.32,27.493,65.447,12.3442012279919,5.0,1331.5485120908,0.00071039423,63.4,2.20825620937534,53.9091441150379,62.98,8025436323.20821,46.8,6.6,0.46403643488884,97.24423,74.0,61.1494558003716,57.9429198744077,0.229218459463864,7.28179748336201,0.525362089236089,0.00374743857992115,0.0021855294500000002,72.2132595836214,7.34891820232619,68.9506654572493,10.2339246037897,199000.0,4618.294,69.889,1265.036,27.5,0.632,0.1764671909255
15,2020,YR2020,Barbados,BRB,1.0,13.934,77.162,43.2358228468704,11.0,12704.9357003097,0.03973678355,13.7,2.43581303489138,67.2938918008204,240.59,1075933113.14714,22.2,8.0,,95.55437,94.0,3.18471337579618,0.0,8.62440510021674,11.5216410778609,2.40879045285177,0.746282072234025,0.1048450362,41.8604651162791,9.5259919149737,51.244986631016,,1078000.0,13442.553,153.112,664.4630000000001,39.8,0.8140000000000001,0.5743923778625001
16,2020,YR2020,Belarus,BLR,1.0,9.4,68.9121951219512,69.2108213448948,9.0,5808.35742604515,0.01860398126,9.9,168.620235850933,16.0506056584144,81.8,7062900000.0,28.1,7.6,0.700078189373016,100.0,98.0,60.7172075265885,91.622449702941,19.8121417383218,29.9015451874812,0.932726194574,0.00157024611881145,0.00499947729,45.6123052652337,-55.0257520180195,47.0688316398388,13.4000030710784,2030000.0,38096.071,270.072,46.858000000000004,40.3,0.823,0.5570113411700001
17,2020,YR2020,Belgium,BEL,1.0,11.4,77.7219512195122,72.5473951580567,12.0,27796.6460731837,0.2943169169,4.8,2.54451776190906,81.4218043493863,96.95,146930664662.075,16.0,5.3,0.76041966676712,99.19199,82.0,26.5982862421559,75.8540863960788,4.57326410348979,8.88476564567767,37.5685906251901,36.5622576937659,0.5474598263,45.891677675033,6.6573657077224,52.514115505908,13.0155155552031,6457000.0,85717.594,2093.081,375.564,41.8,0.9309999999999999,0.707756903545
18,2020,YR2020,Belize,BLZ,0.79,29.868,68.847,52.9736554293612,8.0,5558.48644917286,0.05963835303,20.0,,,104.83,467658722.31075,27.9,9.8,,96.34834,96.0,0.0,0.0,0.0,16.9527150534595,3.55323020451494,0.748018687578871,0.06797808462999999,6.53222270933801,164.964189477286,80.6656390851115,20.0908851195476,374000.0,31859.484,812.331,16.426,25.0,0.716,0.4621712320235001
19,2020,YR2020,Benin,BEN,0.21399419784545898,42.371,55.391,20.6053025489554,6.0,1759.7190754288,0.00225247851,86.1,4.16540442290282,74.3319475815406,53.3,516053905.127868,61.6,4.6,0.400290727615356,84.60479,70.0,0.0,25.4861878174381,0.00951042807393338,19.1502616963496,-0.364395802749517,-1.9676250526588,0.00807987124,28.3345157857396,-14.6943462626451,93.7836657775209,-10.5825534562975,1068000.0,645.127,8.166,99.11,18.8,0.545,0.11929316341750244
21,2020,YR2020,Bhutan,BTN,0.3115,27.066,60.884,30.3942102191196,,2696.34645578181,0.00400944447,57.4,4.01099373013836,80.6280019247456,59.53,434879698.346336,47.1,3.6,0.475297033786774,57.64125,78.0,0.0,0.0,30.9371095810558,14.8574537573195,0.465664584170841,0.0,0.0,13.3165829145729,80.4299548373214,77.7127290112487,8.91516781664141,7599.99990463257,1433.3629999999998,1.296,21.188000000000002,28.6,0.654,0.1727283055645
22,2020,YR2020,Bolivia,BOL,0.6996304499999999,30.314,62.452,18.274745971826,8.0,3437.61887776643,0.01442763585,55.8,4.60822998872598,62.6303680784418,56.05,1610160000.0,35.3,6.0,,96.41673,84.0,48.4758117958913,82.5510885170049,12.1942402416879,4.84909064272744,8.76825043369255,0.033341619086493,0.06920904357,34.2869011354195,-52.5549055222854,75.3904387915315,4.66990833837284,319000.0,26259.422000000002,1114.4489999999998,10.202,25.4,0.718,0.39676732440449997
23,2020,YR2020,Bosnia and Herzegovina,BIH,1.0,10.983,74.403,28.6908426725982,8.0,4549.32962366462,0.0108296075,8.7,6.12556615620285,85.0497012056015,67.98,3894169621.05155,31.2,7.1,0.57968407869339,,80.0,3.32446808510638,87.8938988502679,4.48109797542237,5.29593312843418,2.65308000591253,0.0,0.024895126219999997,41.6015625,-28.1803591320708,46.3855851890182,12.2337359369875,171000.0,60491.372,2606.365,68.49600000000001,42.5,0.78,0.5562798752470001
24,2020,YR2020,Botswana,BWA,0.272774658203125,29.302,50.629,51.8318100701299,,8784.18873131477,0.02902666622,32.0,8.6014851485149,44.034509775931,64.95,1773065062.5787,34.7,5.4,0.414028495550156,86.08761,91.0,0.0,65.1133865346493,0.0812633784679619,4.89086091730176,0.987700169396242,0.038918573568369,0.1352068417,45.7907645616078,196.734053511213,72.1453562674153,-1.93643582228803,1306000.0,19958.113999999998,302.769,4.044,25.8,0.735,0.1737060793587188
25,2020,YR2020,Brazil,BRA,0.944127731323242,20.119,70.116,10.1880480043795,8.0,9060.78639967067,0.028706851590000002,30.3,7.04414105947266,52.5315827425714,54.11,55311052000.0,26.3,6.4,0.551497936248779,98.85493,99.0,5.49518123476666,58.2320639159772,1.64799481860444,14.8717492659695,5.0341286817021,0.38098677806877,0.1326627719,27.3175012622426,-23.8810032964234,54.290896607646,10.7985867038515,5313000.0,69279.337,1912.11,25.04,33.5,0.765,0.5425839274742831
26,2020,YR2020,Brunei Darussalam,BRN,1.0,22.679,72.809,67.3543319201318,9.0,66439.3361395962,0.08996284534000001,8.2,1.55815247634947,94.9592653292323,83.46,1082795670.19532,28.7,12.6,0.626391351222992,97.22446,99.0,64.6692607003891,99.9999072952175,95.306024184405,0.213910040976288,9.15836044684235,0.528114779934001,0.28514399770000004,1.89753320683112,-47.4627585660933,49.3096169617768,-6.23347580299477,119000.0,518.877,6.857,81.347,32.4,0.838,0.610001395639
27,2020,YR2020,Bulgaria,BGR,1.0,9.0,71.6634146341463,36.2188580437982,9.0,6424.75575422061,0.05370923469,14.3,10.3162621289989,56.1013968449146,69.91,6000151670.44,27.9,6.5,0.613898158073425,97.09026,89.0,15.424142869177,72.3850411748848,11.6856232779917,4.60291440635628,7.56089691165576,0.0247921373115265,0.09227356436,50.4564765434331,-38.7570345957059,47.6115970768822,-9.65616190199444,4922000.0,58264.259000000005,2366.573,65.18,44.7,0.816,0.5780255885775001
28,2020,YR2020,Burkina Faso,BFA,0.0914439868927002,46.253,50.489,8.8447174852677,10.0,921.93989158583,0.0007708016900000001,91.0,-0.304212168486795,74.9152428538897,44.88,1034856985.97177,58.8,3.8,0.383691936731339,36.7463,48.0,0.0,,3.15566795031426,25.2464848600164,0.781518537634326,0.00565285108032949,0.0021748041100000002,35.7090643274854,282.43816769141,98.1560537932871,-4.24922094522118,126000.0,637.173,7.511,70.15100000000001,17.6,0.452,0.050781453793485115
